Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Forest area (% of land area),AG.LND.FRST.ZS,Early-demographic dividend,EAR,25.9312128175851,24.3187613654874,23.3949064782025,23.3033362207688,23.2126962342823,23.1177104152123,23.0717668798697,22.9822787602442,22.9145940330954,22.8484588444427,22.783454409086,..
Forest area (% of land area),AG.LND.FRST.ZS,East Asia & Pacific,EAS,26.2289864690136,26.0095558807044,26.7820021321781,26.8337080077854,26.8845684494485,26.9358017188261,27.0462855348669,27.0456656203902,27.0762657747405,27.1075229734051,27.139312230462,..
Forest area (% of land area),AG.LND.FRST.ZS,East Asia & Pacific (excluding high income),EAP,29.0525995373198,28.8153152514617,30.0497196421373,30.0855966545323,30.1198185315727,30.154695547299,30.2821977199045,30.2831127763977,30.3310086155557,30.3788747193419,30.4263316378336,..
Forest area (% of land area),AG.LND.FRST.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,28.8362466182142,28.6266827598715,29.886630018674,29.9241106801249,29.9599326243037,29.996411128587,30.1262141021973,30.1284723747582,30.1780681009607,30.2276341116885,30.2767898629276,..
Forest area (% of land area),AG.LND.FRST.ZS,Euro area,EMU,33.2860066334096,36.5090185462615,38.1374220828463,38.1994095165941,38.2815000186917,38.3717756316336,38.425885205731,38.5037696116035,38.5604198624425,38.6181750236607,38.675210995879,..
Forest area (% of land area),AG.LND.FRST.ZS,Europe & Central Asia,ECS,..,37.866559570808,38.3674287190414,38.3865854749359,38.4081072208621,38.4230737519852,38.4446580540832,38.4692837873889,38.4853090214856,38.5025318788401,38.5204666016878,..
Forest area (% of land area),AG.LND.FRST.ZS,Europe & Central Asia (excluding high income),ECA,..,39.0461017063471,39.4211988454976,39.4316357440837,39.444105366303,39.4460850929443,39.4632904974101,39.4824233566487,39.4945720189028,39.506948381983,39.5190748874292,..
Forest area (% of land area),AG.LND.FRST.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,..,38.7926408376561,39.1867052389786,39.2010410312858,39.2172945938649,39.2234378060618,39.2421666752289,39.2616544516438,39.2741558748129,39.2869462481332,39.2993647496544,..
Forest area (% of land area),AG.LND.FRST.ZS,European Union,EUU,35.931986726731,37.9864567368048,39.3635628602383,39.4321126692733,39.5069695181841,39.5953743399525,39.6446908041432,39.7055896948827,39.7509973547656,39.797851757679,39.8432141499074,..
Forest area (% of land area),AG.LND.FRST.ZS,Fragile and conflict affected situations,FCS,27.2330029461888,25.7074925234841,24.0380953121748,23.9120018268677,23.7856394817132,23.659125200107,23.5279875131931,23.4018574999134,23.2786635447383,23.1531502423226,23.0308766105817,..
Forest area (% of land area),AG.LND.FRST.ZS,Heavily indebted poor countries (HIPC),HPC,31.595611564734,30.0378082710788,28.4679346319045,28.3034137106097,28.1389052678024,27.9742510433754,27.7966008558631,27.6241210477931,27.4527875551308,27.2787227315942,27.107788640083,..
Forest area (% of land area),AG.LND.FRST.ZS,High income,HIC,28.5652239064291,28.8240284255768,29.1514575565758,29.1921227007418,29.233604317572,29.2758486121806,29.302051145645,29.3022340238105,29.3092909437161,29.3174544292015,29.3266916752109,..
Forest area (% of land area),AG.LND.FRST.ZS,IBRD only,IBD,32.9692800557336,34.5321875548853,34.0987137467179,34.0735906763133,34.0480730580935,34.0230385740803,34.0166554482831,33.9789026426143,33.9624698411248,33.9438272440518,33.9266236608606,..
Forest area (% of land area),AG.LND.FRST.ZS,IDA & IBRD total,IBT,32.2346851361517,33.0256662326893,32.2004196729466,32.1414282303702,32.0825291546404,32.0219358501367,31.9769363208626,31.909769440137,31.8584210638424,31.804379063936,31.7518088587277,..
Forest area (% of land area),AG.LND.FRST.ZS,IDA blend,IDB,33.6223957078781,31.250189169474,30.3481108597027,30.2765518833342,30.2049167088874,30.1002175583923,30.0308920094851,29.9698022012709,29.9026287034243,29.8289917379876,29.754491837377,..
Forest area (% of land area),AG.LND.FRST.ZS,IDA only,IDX,30.119642269405,28.1592278053417,26.0577979884318,25.8848914737686,25.7133695311021,25.5402453499043,25.3673673314318,25.1982290823545,25.0300099078306,24.8582636581286,24.6885461934885,..
Forest area (% of land area),AG.LND.FRST.ZS,IDA total,IDA,30.6954834409062,28.7061688155861,26.8087074537244,26.6535409509815,26.4995400256224,26.3391138031289,26.1843845719199,26.0341782600872,25.8836628102663,25.7290990360657,25.5760815626782,..
Forest area (% of land area),AG.LND.FRST.ZS,Late-demographic dividend,LTE,..,39.5268903931463,39.3713907479102,39.3902658652577,39.4094794068758,39.4296394313469,39.4469304387923,39.4486803922544,39.467442997744,39.4819780834536,39.4979001827663,..
Forest area (% of land area),AG.LND.FRST.ZS,Latin America & Caribbean,LCN,53.3096143371639,50.6651142099485,47.6173665198599,47.4788180978025,47.33549004598,47.1909784911788,47.0428640721467,46.8707155874668,46.7548677627304,46.6299367532679,46.5110055501827,..
Forest area (% of land area),AG.LND.FRST.ZS,Latin America & Caribbean (excluding high income),LAC,54.826664920077,52.0064949454969,48.6604970399144,48.5055580060296,48.3446352404603,48.1829650613995,48.0193781737783,47.8282169925444,47.6980386686413,47.5563201824371,47.4198667229799,..
Forest area (% of land area),AG.LND.FRST.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,53.5055685175171,50.8200934917347,47.7189525245822,47.5711572856222,47.4238859719269,47.2760891001502,47.1240026571037,46.9501198488737,46.8335049759279,46.707758948314,46.5880460223109,..
Forest area (% of land area),AG.LND.FRST.ZS,Least developed countries: UN classification,LDC,31.4525752910887,30.0555017498502,27.762045143398,27.5697496526471,27.3773703168093,27.1848561347902,26.9923117926884,26.8034964495896,26.6166612917037,26.4262178266402,26.2378251741787,..
Forest area (% of land area),AG.LND.FRST.ZS,Low & middle income,LMY,32.1116711268147,32.966676435944,32.1236289754498,32.0629697070772,32.0015767807535,31.938422968985,31.8922857554489,31.8229854635054,31.7695991889216,31.7131583021447,31.6579877982733,..
Forest area (% of land area),AG.LND.FRST.ZS,Low income,LIC,26.3288204876124,25.2013242308899,23.4089070794195,23.2665835250686,23.1242725767777,22.9818139597021,22.8323036638005,22.6880195167955,22.5463128857583,22.3999935523904,22.2562729327229,..
Forest area (% of land area),AG.LND.FRST.ZS,Lower middle income,LMC,29.3586516855243,27.0914656218826,26.0546549331918,25.9389567854488,25.8235768717763,25.7031670345897,25.6433539769447,25.5171286470213,25.4138390901472,25.3111390416381,25.2085981491151,..
Forest area (% of land area),AG.LND.FRST.ZS,Middle East & North Africa,MEA,1.82350770472367,1.85749471105668,2.03700578688751,2.03851611508681,2.04001322601055,2.04148726756822,2.04137481970621,2.04335278074374,2.04473994991036,2.04812899155986,2.05089671954661,..
Forest area (% of land area),AG.LND.FRST.ZS,Middle East & North Africa (excluding high income),MNA,2.2108086011703,2.2448906401479,2.47646043178788,2.47817543346393,2.47983540961509,2.48149509859232,2.48425979642149,2.48715521754976,2.48896185436909,2.49337364906345,2.49696722916676,..
Forest area (% of land area),AG.LND.FRST.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,2.21129819447274,2.24540398614481,2.47702582203663,2.47873763124969,2.48039436400501,2.48205080932185,2.48481743457985,2.48771528028955,2.48952317753238,2.49393804925654,2.49753413646334,..
Forest area (% of land area),AG.LND.FRST.ZS,Middle income,MIC,33.6909370243149,34.5054589332099,33.8788064275397,33.8346611515569,33.7895829376968,33.7423136705076,33.7170045656554,33.662959323612,33.6273638571205,33.5890285443014,33.5516817261638,..
Forest area (% of land area),AG.LND.FRST.ZS,North America,NAC,35.9027943451896,35.9308603185734,36.2451438365149,36.2580461262655,36.2709484160162,36.2838507057668,36.2816605738267,36.2630557701336,36.2610141497871,36.2589719773529,36.2569303570064,..
Forest area (% of land area),AG.LND.FRST.ZS,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
Forest area (% of land area),AG.LND.FRST.ZS,OECD members,OED,32.2671581039321,32.4055046595074,32.6373029777078,32.6708792732035,32.7050877284831,32.7404127820843,32.7561199480879,32.7500144782256,32.7523069368424,32.7557237051012,32.7602419702762,..
Forest area (% of land area),AG.LND.FRST.ZS,Other small states,OSS,30.9777633692549,30.524500453469,29.5768106492908,29.4601818693683,29.3609943351993,29.2599804299504,29.1503043750468,29.0601259979763,28.9425077563509,28.8332142132859,28.7239646656815,..
Forest area (% of land area),AG.LND.FRST.ZS,Pacific island small states,PSS,65.4495704740693,66.6923676012461,67.7364174454829,67.8232398753894,67.910062305296,67.9968847352025,68.0839563862928,68.2240062353858,68.3111457521434,68.3981293842557,68.4851130163679,..
Forest area (% of land area),AG.LND.FRST.ZS,Post-demographic dividend,PST,31.6196236159942,31.6138671687671,31.9486886319119,31.9906751859494,32.0299431295239,32.0702271547119,32.0986780203215,32.0943131695145,32.0989356116942,32.1042556340505,32.1108680076242,..
Forest area (% of land area),AG.LND.FRST.ZS,Pre-demographic dividend,PRE,30.7656266593694,29.2726890554417,27.2337622846068,27.0593184787471,26.8845971992929,26.7097893087988,26.5274001430678,26.3490981879529,26.1726245673407,25.9911423171908,25.8116659681375,..
Forest area (% of land area),AG.LND.FRST.ZS,Small states,SST,41.8393140397144,41.2715441063277,40.4054424468289,40.2963534623194,40.2066269740823,40.1148706415657,40.0165590058038,39.9397516385098,39.8322496431801,39.7339840132066,39.6357744606621,..
Forest area (% of land area),AG.LND.FRST.ZS,South Asia,SAS,16.2665992635174,17.9743722224434,18.4321224276857,18.4824695809868,18.5328167342878,18.5863467033393,18.6283491298085,18.6801084324897,18.7271714529853,18.7741033935745,18.821054816231,..
Forest area (% of land area),AG.LND.FRST.ZS,South Asia (IDA & IBRD),TSA,16.2665992635174,17.9743722224434,18.4321224276857,18.4824695809868,18.5328167342878,18.5863467033393,18.6283491298085,18.6801084324897,18.7271714529853,18.7741033935745,18.821054816231,..
Forest area (% of land area),AG.LND.FRST.ZS,Sub-Saharan Africa,SSF,31.0772874954731,29.6914971683367,27.5770711538912,27.4132619576547,27.2494625571113,27.0855485522784,26.9174858205108,26.7528861319082,26.5883887399051,26.4196204287999,26.252576191879,..
Forest area (% of land area),AG.LND.FRST.ZS,Sub-Saharan Africa (excluding high income),SSA,31.0764658625628,29.6906485436232,27.5761915341285,27.4123791824267,27.2485766262612,27.0846594673281,26.9165934998814,26.7519906415405,26.5874900827815,26.4187185225831,26.2516710675495,..
Forest area (% of land area),AG.LND.FRST.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,31.0772874954731,29.6914971683367,27.5770711538912,27.4132619576547,27.2494625571113,27.0855485522784,26.9174858205108,26.7528861319082,26.5883887399051,26.4196204287999,26.252576191879,..
Forest area (% of land area),AG.LND.FRST.ZS,Upper middle income,UMC,..,37.9672071907977,37.5272875400876,37.5166086421525,37.504197185137,37.491633591583,37.4823775117176,37.4610465698543,37.4570220020398,37.4486931443841,37.4417907693046,..
Forest area (% of land area),AG.LND.FRST.ZS,World,WLD,31.6245086168632,31.1706901936844,30.8198468330224,30.7946739562124,30.7695680405394,30.7442644053976,30.716420940783,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Afghanistan,AFG,..,..,5.46557636507518,5.51833289369559,5.74254814033237,5.71089422316012,6.4811395410182,5.99050382484833,5.1223362273086,6.00631412786109,6.49963499843571,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Albania,ALB,..,..,17.0398734704071,17.2879642887223,12.7566444404704,13.4548241505578,14.3014301430143,14.5621022566149,14.9904478481468,15.2470187393526,15.6148787487506,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Algeria,DZA,..,..,2.51924057549376,2.62963312937083,2.74253336873356,2.93141951544273,3.04763516617424,3.16041260466687,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Angola,AGO,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Argentina,ARG,..,..,..,..,..,..,..,..,1.28342629225645,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Armenia,ARM,..,..,9.17409387997623,9.16221033868093,9.1985482239543,9.22645673048249,9.23187022900763,9.22975956088539,9.23508018839802,9.2546213476446,9.27207637231504,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Australia,AUS,..,..,0.553121350845829,0.639634187344496,0.630650360688312,0.61734636719053,0.626674683743819,0.603490239002574,0.640298694604271,0.539344565310351,0.427517391609866,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Austria,AUT,..,..,..,1.91908408187307,..,..,1.43062052228884,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Azerbaijan,AZE,..,..,29.5262462512845,29.6511384125121,29.7230433779902,30.001257914378,29.8114393463231,29.9298796441654,29.9884925201381,30.0144360524719,30.6458023890714,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Bangladesh,BGD,..,..,..,57.9111877559819,57.992485238862,57.8083749989389,57.7760331543925,57.9269347145524,57.867531737188,78.9944134078212,82.0826179173821,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Belarus,BLR,..,..,0.34106412005457,0.339792451097438,0.344391748512854,0.352219449044809,0.355104480410656,0.356722392276901,0.358452620371466,0.361273399308454,0.365897838425311,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Belgium,BEL,..,..,..,0.42648709315376,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Benin,BEN,..,..,0.458666666666667,..,..,..,..,0.435443037974684,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Bolivia,BOL,..,..,..,..,..,..,..,0.792787025181391,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Botswana,BWA,..,..,0.00424923706879901,0.00425005795533575,0.00961390555299185,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Brazil,BRA,..,..,..,..,..,..,..,2.91413407542935,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Bulgaria,BGR,..,..,..,1.97597597597598,..,..,1.85022903804023,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Burundi,BDI,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Cameroon,CMR,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Canada,CAN,..,..,..,..,..,1.55988617745969,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..
